company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
LOTTA COOLING AND PLUMBING,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boynton Beach,Palm Beach,33472,"9770 Lago Dr, Boynton Beach, FL, 33472",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1820438; CFC1430586,2,"GOLDSTEIN, MICHAEL SETH",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOUIS MOLLO INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"502 Sabal Palm Dr, Lake Park, FL, 33403",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815562,1,"MOLLO, LUCIANO ANTONIO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOWEN AIR CONDITIONING,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33405,"6620  Georgia Ave, West Palm Beach, FL, 33405",,,,,,CMC,Certified Mechanical Contractor,CMC1250868,1,"VIRUSO, PHILIP J II",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LOYALTY AIR CONDITIONING AND HEATING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33445,"5149 Nw 6Th Ct, Delray Beach, FL, 33445",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820655,1,"PIERRE, KEVEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"LUCAS AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33498,"18182  Clear Brook Circle, Boca Raton, FL, 33498",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819837,1,"LUCAS, BRANDON ROBERT JAMES SR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
LUCKY AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"10133 Brookville Lane, Boca Raton, FL, 33428",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817737,1,"SOPER, JAMES",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"LUXCON BUILDERS, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33405,"6200  Garden Ave, West Palm Beach, FL, 33405",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823392,1,"CAROLINE, CYNTHIA ANN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
M COSTA PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33405,"210 Arlington Rd, West Palm Beach, FL, 33405",,,,,,CFC,Certified Plumbing Contractor,CFC1425592,1,"COSTA, MIGUEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
M&R AIR CONDITIONING SERVICES LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33432,"131 Nw 13Th Street E-40, Boca Raton, FL, 33432",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814694,1,"MATULIS, MICHAEL ALBERT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAC APPLIANCE AND AC REPAIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33411,"11254 41St Ct N, West Palm Beach, FL, 33411",,,,,,CAC,Certified Air Conditioning Contractor,CAC1823686,1,"CAWLEY, MYLES ALFRED",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAGMA AIR CONDITIONING AND REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33417,"1333 Meadowbrook Drive, West Palm Beach, FL, 33417",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818727,1,"BELANI, VINAY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAILLOUX MECHANICAL INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33463,"5952 Dewitt Place, Lake Worth, FL, 33463",,,,,,CAC,Certified Air Conditioning Contractor,CAC057085,1,"MAILLOUX, DAVID MICHAEL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAIN DRAIN PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33417,"2596 Old Military Trl, West Palm Beach, FL, 33417",,,,,,CFC,Certified Plumbing Contractor,CFC1427770,1,"KUZMICK, DANIEL VINCENT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAINELY PLUMBING CO INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boynton Beach,Palm Beach,33435,"242  Sw 13Th Ave, Boynton Beach, FL, 33435",,,,,,CFC,Certified Plumbing Contractor,CFC056861,1,"MC NAMARA, MICHAEL THOMAS",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
MAJESTIC DESIGN & CONSTRUCTION CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Wellington,Palm Beach,33449,"4320 Mariners Cove Drive, Wellington, FL, 33449",,,,,,CFC,Certified Plumbing Contractor,CFC1432113,1,"PADAVANO, ANTHONY JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MAJOR TOMS AIR REPAIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boynton Beach,Palm Beach,33435,"505 Se 27Th Way Apt 37C, Boynton Beach, FL, 33435",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818226,1,"DONOHUE, DEVIN J",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MALOY'S AIR CONDITIONING AND REFRIGERATION INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Clark Shores,Palm Beach,33406,"1501 Shore Drive, Lake Clark Shores, FL, 33406",,,,,,CAC,Certified Air Conditioning Contractor,CAC042597,1,"MALOY, WAYNE ALAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MARCOOL AIR CONDITIONING AND HEATING SERVICES INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33446,"6704 Moonlit Drive, Delray Beach, FL, 33446",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813390,1,"SENAY, EUGENE OLIVER III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MARCUS COMPLETE RENOVATION LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"816 Greenbriar Drive, Lake Park, FL, 33403",,,,,,CFC,Certified Plumbing Contractor,CFC1431478,1,"JOLTEUS, NERRIC O",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MARTIN GETCHELL PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33484,"5090 Lake Blvd, Delray Beach, FL, 33484",,,,,,CFC,Certified Plumbing Contractor,CFC1425648,1,"GETCHELL, MARTIN EDWARD",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MARTIN'S COOLING SOLUTIONS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Greenacres,Palm Beach,33463,"4504 Catalina Way, Greenacres, FL, 33463",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819921,1,"WHITE, MARTIN LEROY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MARX COMMERCIAL AIR, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Park,Palm Beach,33403,"1378 N Killian Drive Suite 16, Lake Park, FL, 33403",,,,,,CAC,Certified Air Conditioning Contractor,CAC1822019,1,"MARQUES, JERRY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MASTER CONTRACTORS INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"6476 Kirsten Way, Lake Worth, FL, 33467",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1824723; CFC1432992,2,"PUERTA, SANDRA E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MASTER PLUMBING OF PALM BEACH LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33458,"105 Oakwood Dr, Jupiter, FL, 33458",,,,,,CFC,Certified Plumbing Contractor,CFC1430345,1,"WHITESIDE, ERIC MATTHEW",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MASTER TOUCH AIR CONDITIONING, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33428,"21546 Little Bear Lane, Boca Raton, FL, 33428",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821908,1,"DEMOURA, FRANCISCO ASSIS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MATHENY CONSTRUCTION AND PLUMBING SERVICES,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33411,"9202 Nugent  Trail, West Palm Beach, FL, 33411",,,,,,CFC,Certified Plumbing Contractor,CFC1434438,1,"MATHENY, ROBERT LEE JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MATRIX AIR LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Delray Beach,Palm Beach,33445,"1690   S.Congress Ave Suite 100, Delray Beach, FL, 33445",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816272,1,"KRIEGISH, KENN R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MATTIS PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Worth,Palm Beach,33467,"7181 Via Leonardo, Lake Worth, FL, 33467",,,,,,CFC,Certified Plumbing Contractor,CFC057348,1,"MATTIS, SWINFORD PETONEY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAX AIR COOLING LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33407,"518 28Th St, West Palm Beach, FL, 33407",,,,,,CAC,Certified Air Conditioning Contractor,CAC1815917,1,"ABRAMS, DAVID BRYAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MAZZA A/C, INC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Jupiter,Palm Beach,33458,"278 Live Oaks Lane, Jupiter, FL, 33458",,,,,,CAC,Certified Air Conditioning Contractor,CAC057476,1,"MAZZA, DAVID THOMAS",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MAZZELLA MECHANICAL INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33498,"18095 Clear Brook Cir., Boca Raton, FL, 33498",,,,,,CMC,Certified Mechanical Contractor,CMC1249709,1,"MAZZELLA, RALPH A.",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"MB AIR CONDITIONING & REFRIGERATION, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Boca Raton,Palm Beach,33434,"9581 E Lake Dr, Boca Raton, FL, 33434",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821189,1,"SILVA, JOAO A",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MCCLENDON PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Riviera Beach,Palm Beach,33419,"Po Box 10532, Riviera Beach, FL, 33419",,,,,,CFC,Certified Plumbing Contractor,CFC1427037,1,"MCCLENDON, KENDRIC DEVON",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MCLEOD PLUMBING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33413-2303,"163 66Th Terrace South, West Palm Beach, FL, 33413-2303",,,,,,CFC,Certified Plumbing Contractor,CFC1430700,1,"MCLEOD, MICHAEL E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ME FAMILY CORP.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33412,"12878 79Th Court North, West Palm Beach, FL, 33412",,,,,,CFC,Certified Plumbing Contractor,CFC056946,1,"MURRAY, PATRICK S",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"MECHANICAL A/C SERVICES, INC.",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Palm Beach,Palm Beach,33406,"1037 Egremont Dr, West Palm Beach, FL, 33406",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817270,1,"GONZALEZ, OWUER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MECHANICAL A/C SYSTEMS INC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Tequesta,Palm Beach,33469,"210 Golfview Dr., Tequesta, FL, 33469",,,,,,CMC,Certified Mechanical Contractor,CMC044830,1,"SAYRE, NORMAN WESLEY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
MECHANICAL AIR CONDITIONING CORP,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Riviera Beach,Palm Beach,33404,"8050 Monetary Drive, Riviera Beach, FL, 33404",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816081,1,"SAYRE, NORMAN R",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
