company_name,trade,ownership_type,ownership_confidence,parent_company_or_notes,city,county,zip,address,phone,website,google_rating,google_reviews,maps_services,license_types,license_type_labels,license_numbers,active_license_count,qualifying_agents_or_licensees,latest_expiration_seen,enrichment_source,data_source
QUALITY PLUMBING OF GAINESVILLE INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Brooker,Bradford,32622,"14872 Sw 161St Street, Brooker, FL, 32622",,,,,,CFC,Certified Plumbing Contractor,CFC043073; CFC1428733; CFC1430318,3,"ANDREWS, WILLIAM FRANKLIN JR; NAZWORTH, BRYAN KEITH; NAZWORTH, PRESTON BRYAN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
REDLINE PLUMBING PLLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lake Butler,Bradford,32054,"18985 Sw County Rd 235, Lake Butler, FL, 32054",,,,,,CFC,Certified Plumbing Contractor,CFC1428506,1,"DROW, EDWARD M",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ROD CRAWFORD PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lawtey,Bradford,32058,"24467 Grove St, Lawtey, FL, 32058",,,,,,CFC,Certified Plumbing Contractor,CFC1433747,1,"CRAWFORD, ROD ALLEN III",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
STEFFAN'S REFRIGERATION & A/C INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Lawtey,Bradford,32058,"3145 N.W. 228Th Street, Lawtey, FL, 32058",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813868,1,"STEFFAN, NICHOLAS GREGORY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"TRIPLE S PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Keystone Heights,Bradford,32656,"987 Se State Road 100, Keystone Heights, FL, 32656",,,,,,CFC,Certified Plumbing Contractor,CFC1428688,1,"SKINNER, THOMAS I",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"#1 AIR SOURCE, LLC",HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32935,"4395  Plompton Drive, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC1817585,1,"PALSA, JAMES D",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
1-TOM-PLUMBER MELBOURNE,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,West Melbourne,Brevard,32935,"420 Wickham Rd Suite A, West Melbourne, FL, 32935",,,,,,CFC,Certified Plumbing Contractor,CFC1432380,1,"KITTEL, KEVIN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
"2 J'S PLUMBING, LLC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32901,"434 Brown Ave, Melbourne, FL, 32901",,,,,,CFC,Certified Plumbing Contractor,CFC1431284,1,"WILLIAMS, JAMES HERSCHELL",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
321 AIR CONDITIONING AND HEATING INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32909,"2850 Toulon Rd Se, Palm Bay, FL, 32909",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819123,1,"CAMPBELL, ERIC JOSHUA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A & G AIR CONDITIONING INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Rockledge,Brevard,32955,"661 Travis Ct, Rockledge, FL, 32955",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820199; CAC1823274,2,"BENEDETTO, CARLTON GRANT; GRIFFIN, JAMES ALBERT JR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A A A BEACH PLUMBING CO INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Satellite Beach,Brevard,32937,"418 Coach Road, Satellite Beach, FL, 32937",,,,,,CFC,Certified Plumbing Contractor,CFC050556,1,"POLLACK, JEFFREY STEVEN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A AFFORDABLE PLUMBING SERVICE,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32909,"550 Breakwater St S E, Palm Bay, FL, 32909",,,,,,CFC,Certified Plumbing Contractor,CFC057403,1,"LITTLE, WILLIAM R",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A GREAT PLUMBER INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Titusville,Brevard,32780,"3206 S Hopkins Ave #64, Titusville, FL, 32780",,,,,,CFC,Certified Plumbing Contractor,CFC1425810,1,"SPANGLER, DANNY CLOVER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A J MINOTTI PLUMBING INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Indianlantic,Brevard,32903,"323 Flanders Dr., Indianlantic, FL, 32903",,,,,,CFC,Certified Plumbing Contractor,CFC046205,1,"MINOTTI, ANTHONY JOSEPH JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A TWO Z PLUMBING, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Titusville,Brevard,32796,"2913  Jasmine Street, Titusville, FL, 32796",,,,,,CFC,Certified Plumbing Contractor,CFC058050,1,"NELSON, JOHN CARLTON JR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A-BEST AIR & HEAT INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32907,"1507  Norman St, Palm Bay, FL, 32907",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818814; CAC1822982,2,"CHRISTMAN, DAVID I; STROMME, ERIC WILLIAM",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"A. A. A. APPROVED PLUMBING SERVICES, INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32909,"920 Ithaca Ave Se, Palm Bay, FL, 32909",,,,,,CFC,Certified Plumbing Contractor,CFC1431152,1,"KHAN, ABDOOL KADIR",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A.M.R. REFRIGERATION LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32909,"1328 Zanzibar Road Southeast, Palm Bay, FL, 32909",,,,,,RA,Registered Air Conditioning Contractor,RA13067744,1,"RODRIGUEZ, ALEJANDRO M",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
A/C FRIEND INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Cocoa,Brevard,32922,"1209 Westview Drive, Cocoa, FL, 32922",,,,,,CAC,Certified Air Conditioning Contractor,CAC058243,1,"FRIEND, STEPHEN ALTON",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A/C MD AIR AND HEAT LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32901,"727 Espanola Way, Melbourne, FL, 32901",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819363,1,"DOUGLAS, MICHAEL JOHN SR",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
A/C SERVICE MASTERS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32909,"487 Martin Rd Se Suite 2, Palm Bay, FL, 32909",,,,,,CAC,Certified Air Conditioning Contractor,CAC1816310,1,"O'BRIEN, KAREN PATRICIA",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
A1 SQUARE BUILDERS INC,Plumbing + HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Cocoa,Brevard,32922,"1066 Clearlake Road, Cocoa, FL, 32922",,,,,,"CAC, CFC",Certified Air Conditioning Contractor; Certified Plumbing Contractor,CAC1819451; CFC1430170,2,"PENUMUDI, MALLIKARJUNA RAO",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ABLE AIR INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32940,"5075 Industry Dr, Melbourne, FL, 32940",,,,,,CAC,Certified Air Conditioning Contractor,CAC045166; CAC1821785,2,"WHITLOCK, GARY DANIEL; WHITLOCK, NOEL ALLY",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ABSOLUTE COMFORT LLC,Mechanical,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32905,"2175 Robert J Conlan Blvd Ste 206, Palm Bay, FL, 32905",,,,,,CMC,Certified Mechanical Contractor,CMC1251149,1,"SOLLERS, JOSEPH RAYMOND CORBIN",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
ACCELERATED CO.,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Cocoa,Brevard,32922,"224 Bedford Pl, Cocoa, FL, 32922",,,,,,CFC,Certified Plumbing Contractor,CFC1433981,1,"FLOYD, STEPHEN E",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ACCURATE AIR COND HEATING & REFRIG INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32904,"450 Distribution Dr Pmb 125, Melbourne, FL, 32904",,,,,,CAC,Certified Air Conditioning Contractor,CAC054705,1,"STOLL, MICHAEL ROBERT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ACCURATE PLUMBING SOLUTIONS , INC.",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Cocoa Beach,Brevard,32931,"168 Bahama Blvd., Cocoa Beach, FL, 32931",,,,,,CFC,Certified Plumbing Contractor,CFC1428205,1,"KOLLANDA, SPIRO D",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ACES HIGH PLUMBING LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32904,"450 Distribution Dr. Ste 108, Melbourne, FL, 32904",,,,,,CFC,Certified Plumbing Contractor,CFC1427329,1,"GEARARDO, PATRICK JOHN",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
"ADC PLUMBING & SEPTIC, INC",Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Mims,Brevard,32754,"1885 Tomato Farm Road, Mims, FL, 32754",,,,,,CFC,Certified Plumbing Contractor,CFC1428162,1,"BLIZZARD, TERRY LEE",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANCED AIR AND HEAT INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Rockledge,Brevard,32955,"1053 Bernice Rd, Rockledge, FL, 32955",,,,,,CAC,Certified Air Conditioning Contractor,CAC1821531,1,"TALBOT, MICHAEL ROBERT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANCED AIR CONDITIONING SERVICES OF BREVARD INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32935,"1906 Slone Blvd, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC1814384,1,"KLASSEN, STEVEN JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANCED PLUMBING AND BACKFLOW TESTING,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Merritt Island,Brevard,32952,"180 Tequesta Harbor Drive, Merritt Island, FL, 32952",,,,,,CFC,Certified Plumbing Contractor,CFC1427919,1,"HUGHES, JEROME VINCENT",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANCED PLUMBING CONTRACTORS INC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32901,"1705 South Harbor City Blvd, Melbourne, FL, 32901",,,,,,CFC,Certified Plumbing Contractor,CFC057989,1,"CAMPBELL, RICHARD L",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
ADVANTAGE AIR CONDITIONING & HEATING SYSTEMS INC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Melbourne,Brevard,32935,"451 Thomas Dr, Melbourne, FL, 32935",,,,,,CAC,Certified Air Conditioning Contractor,CAC1813966,1,"SMITH, SHANNON JAMES",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AFFORDABLE PLUMBING OF BREVARD LLC,Plumbing,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Cape Canaveral,Brevard,32920,"353  Polk Avenue Suite #2, Cape Canaveral, FL, 32920",,,,,,RF,Registered Plumbing Contractor,RF11068044,1,"CAVALUZZI, ANTHONY",08/31/2027,,FL DBPR Construction License Extract (Current + Active)
AIR CARE OF BREVARD INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Indian Harbour Beach,Brevard,32937,"961 Flotilla Club Drive, Indian Harbour Beach, FL, 32937",,,,,,CAC,Certified Air Conditioning Contractor,CAC1820809,1,"LESPERANCE, JOSHUA DAVID",08/31/2026,,FL DBPR Construction License Extract (Current + Active)
AIR DYNAMICS LLC,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Palm Bay,Brevard,32907,"612 Antigua Street Ne, Palm Bay, FL, 32907",,,,,,CAC,Certified Air Conditioning Contractor,CAC1818358,1,"CURRIE, RUSSELL H",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
AIR GAGERS A/C AND HEATING INC.,HVAC,Independent / Likely Family-Owned (unverified),Unverified,No confirmed PE/public/franchise match; most FL contractors are independently owned — ownership not verified,Rockledge,Brevard,32955,"4320 Hwy Us-1, Rockledge, FL, 32955",,,,,,CAC,Certified Air Conditioning Contractor,CAC1819970,1,"GAGER, MICAH CHRISTOPHER",08/31/2028,,FL DBPR Construction License Extract (Current + Active)
